numero_uai,denomination_principale_uai,patronyme_uai,adresse_uai,localite_acheminement_uai,departement,code_postal_uai,full_name
0760144U,LP LYCEE DES METIERS,SCHUMAN-PERRET,51  AVENUE DU 8 MAI 1945,LE HAVRE,076,76610,LP LYCEE DES METIERS SCHUMAN-PERRET
0760145V,LYCEE PROFESSIONNEL,VAL DE SEINE,AVENUE GEORGES BRAQUE,LE GRAND QUEVILLY CEDEX,076,76124,LYCEE PROFESSIONNEL VAL DE SEINE
0760146W,LP LYCEE DES METIERS,MARCEL SEMBAT,128  RUE LEON SALVA,SOTTEVILLE LES ROUEN,076,76300,LP LYCEE DES METIERS MARCEL SEMBAT
0751742L,COURS DE PROMOTION PRO,LYCEE TECHNIQUE J.SIEGFRIED,12  RUE D ABBEVILLE,PARIS,075,75010,COURS DE PROMOTION PRO LYCEE TECHNIQUE J.SIEGFRIED
0753430W,LYCEE PROFESSIONNEL,AMPERE,9 RUE DES PANOYAUX,PARIS,075,75020,LYCEE PROFESSIONNEL AMPERE
0751592Y,COURS DE PROMOTION PRO,LYCEE D ENS.PROFESSIONNEL,7  RUE DES ECLUSES SAINT MARTIN,PARIS,075,75010,COURS DE PROMOTION PRO LYCEE D ENS.PROFESSIONNEL
0752961L,LYCEE PROFESSIONNEL,GUSTAVE EIFFEL,1  RUE DU GENERAL CAMOU,PARIS,075,75007,LYCEE PROFESSIONNEL GUSTAVE EIFFEL
0754037F,LYCEE TECHNOLOGIQUE PRIVE,LA PLAINE MONCEAU,9  BOULEVARD DE COURCELLES,PARIS,075,75008,LYCEE TECHNOLOGIQUE PRIVE LA PLAINE MONCEAU
0751543V,COURS DE PROMOTION PRO,LYCEE D ENS.PROFESSIONNEL,61  RUE CORVISART,PARIS,075,75013,COURS DE PROMOTION PRO LYCEE D ENS.PROFESSIONNEL
0751544W,COURS DE PROMOTION PRO,LYCEE D ENS.PROFESSIONNEL,92  RUE BARRAULT,PARIS,075,75013,COURS DE PROMOTION PRO LYCEE D ENS.PROFESSIONNEL
0751545X,COURS DE PROMOTION PRO,LYCEE D ENS PROFESSIONNEL,39  RUE DE LA ROQUETTE,PARIS,075,75011,COURS DE PROMOTION PRO LYCEE D ENS PROFESSIONNEL
0751547Z,COURS DE PROMOTION PRO,LYCEE TECHN. D ETAT RASPAIL,233 BOULEVARD RASPAIL,PARIS,075,75014,COURS DE PROMOTION PRO LYCEE TECHN. D ETAT RASPAIL
0751553F,COURS DE PROMOTION PRO,LYCEE D ENS.PROFESSIONNEL,22  SENTE DES DOREES,PARIS,075,75019,COURS DE PROMOTION PRO LYCEE D ENS.PROFESSIONNEL
0751554G,COURS DE PROMOTION PRO,LYCEE TECHNIQUE DIDEROT,60  BOULEVARD DE LA VILLETTE,PARIS,075,75019,COURS DE PROMOTION PRO LYCEE TECHNIQUE DIDEROT
0754048T,LYCEE TECHNOLOGIQUE PRIVE,MORIN,182 RUE DE VAUGIRARD,PARIS,075,75015,LYCEE TECHNOLOGIQUE PRIVE MORIN
0761744H,LYCEE PROF. AGRICOLE ANNEXE,PAYS DE BRAY - NEUFCHATEL,BOULEVARD GUSTAVE EIFFEL,NEUFCHATEL EN BRAY,076,76270,LYCEE PROF. AGRICOLE ANNEXE PAYS DE BRAY - NEUFCHATEL
0754401B,ETABLISSEMENT EXPERIMENTAL,LYCEE AUTOGERE,393  RUE DE VAUGIRARD,PARIS,075,75015,ETABLISSEMENT EXPERIMENTAL LYCEE AUTOGERE
0753827C,LYCEE GENERAL PRIVE,LOUISE DE MARILLAC,32  RUE GEOFFROY SAINT HILAIRE,PARIS,075,75005,LYCEE GENERAL PRIVE LOUISE DE MARILLAC
0754206P,LYCEE PROFESSIONNEL PRIVE,SAINTE-JEANNE D'ARC,18 AVENUE REILLE,PARIS,075,75014,LYCEE PROFESSIONNEL PRIVE SAINTE-JEANNE D'ARC
0760024N,LYCEE PROFESSIONNEL,EMULATION DIEPPOISE,2  RUE DE STALINGRAD,DIEPPE CEDEX,076,76201,LYCEE PROFESSIONNEL EMULATION DIEPPOISE
0760029U,LYCEE GENERAL ET TECHNOLOGIQUE,ANDRE MAUROIS,1 RUE DE LORRAINE,ELBEUF CEDEX,076,76503,LYCEE GENERAL ET TECHNOLOGIQUE ANDRE MAUROIS
0753943D,LYCEE GENERAL PRIVE,LA TOUR,86  RUE DE LA TOUR,PARIS,075,75016,LYCEE GENERAL PRIVE LA TOUR
0753946G,LYCEE GENERAL PRIVE,NOTRE-DAME DES OISEAUX,12  RUE MICHEL ANGE,PARIS,075,75016,LYCEE GENERAL PRIVE NOTRE-DAME DES OISEAUX
0753947H,LYCEE GENERAL PRIVE,SAINT-JEAN DE PASSY,72  RUE RAYNOUARD,PARIS,075,75016,LYCEE GENERAL PRIVE SAINT-JEAN DE PASSY
0762442S,LYCEE POLYVALENT PRIVE,SAINT JOSEPH,CHÂTEAU DE MESNIERES,MESNIERES EN BRAY,076,76270,LYCEE POLYVALENT PRIVE SAINT JOSEPH
0758513W,LYCEE ETRANGER PRIVE,LEONARD DE VINCI,12  RUE SEDILLOT,PARIS,075,75007,LYCEE ETRANGER PRIVE LEONARD DE VINCI
0771815E,CENTRE DE FORMATION CONTINUE,LYCEE TECHNIQUE,PLACE DES CELESTINS,CHAMPAGNE SUR SEINE,077,77430,CENTRE DE FORMATION CONTINUE LYCEE TECHNIQUE
0772324H,LYCEE GENERAL ET TECHNO PRIVE,CAMPUS SAINTE THERESE,AVENUE ERASME - ROND PT DE L'EUR,OZOIR LA FERRIERE,077,77330,LYCEE GENERAL ET TECHNO PRIVE CAMPUS SAINTE THERESE
0763208Z,GROUPEMENT DE COMMANDE GROUPEE,ETAB. REG.ROUENNAISE - LYCEE A,1 RUE DE LORRAINE,ELBEUF CEDEX,076,76503,GROUPEMENT DE COMMANDE GROUPEE ETAB. REG.ROUENNAISE - LYCEE A
0760005T,LYCEE GENERAL ET TECHNOLOGIQUE,THOMAS CORNEILLE,Avenue ANDRE MAUROIS,BARENTIN,076,76360,LYCEE GENERAL ET TECHNOLOGIQUE THOMAS CORNEILLE
0780212G,CTRE PROMOTION SOCIALE,DU LYCEE TECHNIQUE D ETAT,RUE FERNAND BODET,MANTES LA JOLIE,078,78200,CTRE PROMOTION SOCIALE DU LYCEE TECHNIQUE D ETAT
0762169V,LYCEE GENERAL ET TECHNOLOGIQUE,PABLO NERUDA,1  RUE SALVADOR ALLENDE,DIEPPE CEDEX,076,76204,LYCEE GENERAL ET TECHNOLOGIQUE PABLO NERUDA
0763112V,LYCEE GENERAL PRIVE,LA PROVIDENCE,35 RUE QUEUE DE RENARD,FECAMP,076,76400,LYCEE GENERAL PRIVE LA PROVIDENCE
0761348C,LYCEE PROFESSIONNEL PRIVE,SAINT HILDEVERT,3 BIS BOULEVARD DE MONTMORENCY,GOURNAY EN BRAY,076,76220,LYCEE PROFESSIONNEL PRIVE SAINT HILDEVERT
0761349D,LP PRIVE LYCEE DES METIERS,SAINT VINCENT DE PAUL,25 rue DUMONT D'URVILLE,LE HAVRE,076,76600,LP PRIVE LYCEE DES METIERS SAINT VINCENT DE PAUL
0761353H,LYCEE PROFESSIONNEL PRIVE,DE LA COIFFURE ALBERT POURRIER,36 BIS AVENUE DES CANADIENS,LE PETIT QUEVILLY,076,76140,LYCEE PROFESSIONNEL PRIVE DE LA COIFFURE ALBERT POURRIER
0761359P,LYCEE POLYVALENT PRIVE,GERMAINE COTY,86  RUE DE CHATEAUDUN,LE HAVRE,076,76620,LYCEE POLYVALENT PRIVE GERMAINE COTY
0754529R,LYCEE TECHNOLOGIQUE,ALFRED ROLL,24 RUE DUPERRE,PARIS,075,75009,LYCEE TECHNOLOGIQUE ALFRED ROLL
0754530S,LPO LYCEE DES METIERS,MARTIN NADAUD,23 RUE DE LA BIDASSOA,PARIS,075,75020,LPO LYCEE DES METIERS MARTIN NADAUD
0762600N,LYCEE POLYVALENT,EDOUARD DELAMARE DEBOUTTEVILLE,5  RUE ANDRE BERTRAND,FORGES LES EAUX,076,76440,LYCEE POLYVALENT EDOUARD DELAMARE DEBOUTTEVILLE
0762601P,LYCEE POLYVALENT,GEORGES BRASSENS,27  BOULEVARD GUSTAVE EIFFEL,NEUFCHATEL EN BRAY,076,76270,LYCEE POLYVALENT GEORGES BRASSENS
0762602R,LP LYCEE DES METIERS,DES 4 CANTONS - GRIEU,1  AVENUE DES QUATRE CANTONS,ROUEN CEDEX,076,76044,LP LYCEE DES METIERS DES 4 CANTONS - GRIEU
0762735K,LYCEE PROFESSIONNEL MARITIME,ANITA CONTI,84 quai GUY DE MAUPASSANT,FECAMP,076,76400,LYCEE PROFESSIONNEL MARITIME ANITA CONTI
0753823Y,LYCEE GENERAL PRIVE,MORIA - DIANE BENVENUTI,9 RUE LEKAIN,PARIS,075,75116,LYCEE GENERAL PRIVE MORIA - DIANE BENVENUTI
0754184R,LYCEE PROFESSIONNEL PRIVE,EUGENE NAPOLEON,254 RUE DU FG SAINT ANTOINE,PARIS,075,75012,LYCEE PROFESSIONNEL PRIVE EUGENE NAPOLEON
0754081D,LYCEE GENERAL PRIVE,STE URSULE-LOUISE BETTIGNIES,25  RUE DAUBIGNY,PARIS,075,75017,LYCEE GENERAL PRIVE STE URSULE-LOUISE BETTIGNIES
0762309X,LYCEE PROFESSIONNEL,GUY DE MAUPASSANT,1575 BOULEVARD NELSON MANDELA,FECAMP,076,76400,LYCEE PROFESSIONNEL GUY DE MAUPASSANT
0762311Z,COURS DE PROMOTION SOCIALE,DU LYCEE TECHNIQUE,RUE SALVADOR ALLENDE,DIEPPE,076,76200,COURS DE PROMOTION SOCIALE DU LYCEE TECHNIQUE
0761707T,LYCEE GENERAL PRIVE,LA PROVIDENCE,CHEMIN DES VERTUS,DIEPPE,076,76200,LYCEE GENERAL PRIVE LA PROVIDENCE
0761710W,LYCEE GEN.ET TECHNOL.PRIVE,SAINT JOSEPH,207 RUE FELIX FAURE,LE HAVRE CEDEX,076,76072,LYCEE GEN.ET TECHNOL.PRIVE SAINT JOSEPH
0771028Z,SECTION ENSEIGNT PROFESSIONNEL,DU LYCEE ETIENNE BEZOUT,31 AVENUE ETIENNE DAILLY,NEMOURS CEDEX,077,77796,SECTION ENSEIGNT PROFESSIONNEL DU LYCEE ETIENNE BEZOUT
0752937K,LYCEE GENERAL PRIVE,ECOLE  INTERNATIONAL BILINGUE,9  RUE VILLARET DE JOYEUSE,PARIS,075,75017,LYCEE GENERAL PRIVE ECOLE  INTERNATIONAL BILINGUE
0771364P,SECTION ENSEIGNT PROFESSIONNEL,DU LYCEE JOLIOT CURIE,168 RUE FREDERIC JOLIOT CURIE,DAMMARIE LES LYS CEDEX,077,77196,SECTION ENSEIGNT PROFESSIONNEL DU LYCEE JOLIOT CURIE
0761851Z,COURS DE PROMOTION SOCIALE,LYCEE TECHNIQUE BLAISE PASCAL,5 RUE DES EMMUREES,ROUEN,076,76100,COURS DE PROMOTION SOCIALE LYCEE TECHNIQUE BLAISE PASCAL
0761852A,COURS DE PROMOTION SOCIALE,LYCEE TECHNIQUE G.FLAUBERT,RUE ALBERT DUPUIS,ROUEN,076,76000,COURS DE PROMOTION SOCIALE LYCEE TECHNIQUE G.FLAUBERT
0760007V,LYCEE PROFESSIONNEL,AUGUSTE BARTHOLDI,142 rue Denis Papin,BARENTIN,076,76360,LYCEE PROFESSIONNEL AUGUSTE BARTHOLDI
0760012A,LYCEE PROFESSIONNEL,PIERRE DE COUBERTIN,130 BIS RUE GEORGES CLEMENCEAU,BOLBEC,076,76210,LYCEE PROFESSIONNEL PIERRE DE COUBERTIN
0760013B,LYCEE PROFESSIONNEL,PIERRE ET MARIE CURIE,33  RUE DU CALVAIRE,BOLBEC,076,76210,LYCEE PROFESSIONNEL PIERRE ET MARIE CURIE
0754165V,LYCEE PROFESSIONNEL PRIVE,COIFFURE MARCEL LAMY,15  RUE DES FILLETTES,PARIS,075,75018,LYCEE PROFESSIONNEL PRIVE COIFFURE MARCEL LAMY
0762570F,COURS DE PROMOTION SOCIALE,LYCEE D ENS.PROFESSIONNEL,39 AVENUE DE LA GARE,EU,076,76260,COURS DE PROMOTION SOCIALE LYCEE D ENS.PROFESSIONNEL
0762571G,COURS DE PROMOTION SOCIALE,LYCEE D ENS.PROFESSIONNEL,ROUTE DE ROCADE,NEUFCHATEL EN BRAY,076,76270,COURS DE PROMOTION SOCIALE LYCEE D ENS.PROFESSIONNEL
0753885R,LYCEE GENERAL PRIVE,ROCROY SAINT-VINCENT DE PAUL,106  RUE DU FAUBOURG POISSONNIER,PARIS,075,75010,LYCEE GENERAL PRIVE ROCROY SAINT-VINCENT DE PAUL
0753886S,LYCEE CLASS.ET MODERNE PRIVE,NOTRE DAME DE FRANCE,17 RUE YVES TOUDIC,PARIS,075,75010,LYCEE CLASS.ET MODERNE PRIVE NOTRE DAME DE FRANCE
0753890W,LYCEE GEN.ET TECHNOL.PRIVE,CHARLES PEGUY,54  AVENUE DE LA REPUBLIQUE,PARIS,075,75011,LYCEE GEN.ET TECHNOL.PRIVE CHARLES PEGUY
0760102Y,LYCEE PROFESSIONNEL,JEAN LURCAT,RUE DU VAL L'ABBE,ST ETIENNE DU ROUVRAY,076,76800,LYCEE PROFESSIONNEL JEAN LURCAT
0760104A,LYCEE PROFESSIONNEL,HONORE PONS,199 RUE DE MILAN,ST NICOLAS D ALIERMONT,076,76510,LYCEE PROFESSIONNEL HONORE PONS
0760109F,LYCEE GENERAL ET TECHNOLOGIQUE,LES BRUYERES,67 avenue DES CANADIENS,SOTTEVILLE LES ROUEN,076,76300,LYCEE GENERAL ET TECHNOLOGIQUE LES BRUYERES
0760113K,LYCEE PROFESSIONNEL,,29 RUE DENIS PAPIN,LE TRAIT,076,76580,LYCEE PROFESSIONNEL 
0760114L,LYCEE PROFESSIONNEL,LE HURLE-VENT,1  RUE JEAN MOULIN,LE TREPORT,076,76470,LYCEE PROFESSIONNEL LE HURLE-VENT
0753825A,LYCEE PRIVE POUR HANDICAPES,MORVAN,68  RUE DE LA CHAUSSEE D'ANTIN,PARIS,075,75009,LYCEE PRIVE POUR HANDICAPES MORVAN
0761735Y,LYCEE POLYVALENT PRIVE,JEANNE D'ARC,22 rue DU GENERAL DE GAULLE,STE ADRESSE,076,76310,LYCEE POLYVALENT PRIVE JEANNE D'ARC
0760022L,LP LYCEE DES METIERS,BERNARD PALISSY,5  SENTE AUX LOUPS,MAROMME CEDEX,076,76152,LP LYCEE DES METIERS BERNARD PALISSY
0761315S,LYCEE GEN. ET TECHN. AGRICOLE,D'YVETOT,ROUTE DE CAUDEBEC,AUZEBOSC,076,76190,LYCEE GEN. ET TECHN. AGRICOLE D'YVETOT
0762879S,LYCEE GENERAL ET TECHNOLOGIQUE,VALLEE DU CAILLY,Rue DU PETIT AULNAY,DEVILLE LES ROUEN,076,76250,LYCEE GENERAL ET TECHNOLOGIQUE VALLEE DU CAILLY
0762880T,LYCEE POLYVALENT,RAYMOND QUENEAU,RUE DU DOCTEUR ZAMENHOF,YVETOT CEDEX,076,76194,LYCEE POLYVALENT RAYMOND QUENEAU
0780015T,LYCEE MILITAIRE,MILITAIRE,2  AVENUE JEAN JAURES,ST CYR L ECOLE,078,78210,LYCEE MILITAIRE MILITAIRE
0780515L,LYCEE GENERAL ET TECHNOLOGIQUE,LES SEPT MARES,13  RUE DE LA BEAUCE,MAUREPAS,078,78310,LYCEE GENERAL ET TECHNOLOGIQUE LES SEPT MARES
0762285W,LYCEE PROFESSIONNEL PRIVE,DANIEL BROTTIER,11 IMPASSE DU CHATEAU,SMERMESNIL,076,76660,LYCEE PROFESSIONNEL PRIVE DANIEL BROTTIER
0790007D,LGT LYCEE DES METIERS,MAURICE GENEVOIX,36 RUE DE MALABRY,BRESSUIRE CEDEX,079,79301,LGT LYCEE DES METIERS MAURICE GENEVOIX
0771358H,SECTION ENSEIGNT PROFESSIONNEL,DU LYCEE THIBAULT DE CHAMPAGNE,3 RUE DU COLLEGE,PROVINS,077,77160,SECTION ENSEIGNT PROFESSIONNEL DU LYCEE THIBAULT DE CHAMPAGNE
0783005T,LYCEE PROFESSIONNEL,JULES FERRY,29 RUE DU MARECHAL JOFFRE,VERSAILLES,078,78000,LYCEE PROFESSIONNEL JULES FERRY
0753647G,LYCEE GENERAL PRIVE,ECOLE ALSACIENNE,109  RUE NOTRE DAME DES CHAMPS,PARIS,075,75006,LYCEE GENERAL PRIVE ECOLE ALSACIENNE
0772243V,LYCEE GENERAL ET TECHNOLOGIQUE,CAMILLE CLAUDEL,PLACE ANYAMA,PONTAULT COMBAULT CEDEX,077,77347,LYCEE GENERAL ET TECHNOLOGIQUE CAMILLE CLAUDEL
0772244W,LP LYCEE DES METIERS,ANTONIN CAREME,1 PLACE GUSTAVE COURBET,SAVIGNY LE TEMPLE,077,77176,LP LYCEE DES METIERS ANTONIN CAREME
0790054E,LYCEE PRIVE,NOTRE DAME,4 RUE DES RELIGIEUSES,BRESSUIRE,079,79300,LYCEE PRIVE NOTRE DAME
0761788F,LYCEE PROFESSIONNEL,,37 RUE JOSEPH CODDEVILLE,YVETOT,076,76190,LYCEE PROFESSIONNEL 
0782539L,LYCEE GENERAL ET TECHNOLOGIQUE,ST EXUPERY,8 rue MARCEL FOUQUE,MANTES LA JOLIE CEDEX,078,78201,LYCEE GENERAL ET TECHNOLOGIQUE ST EXUPERY
0782540M,LYCEE POLYVALENT,JEAN ROSTAND,66 rue FERNAND BODET,MANTES LA JOLIE,078,78200,LYCEE POLYVALENT JEAN ROSTAND
0782546U,LYCEE GENERAL ET TECHNOLOGIQUE,LE CORBUSIER,88 rue DE VILLIERS,POISSY,078,78300,LYCEE GENERAL ET TECHNOLOGIQUE LE CORBUSIER
0782549X,LYCEE POLYVALENT,LOUIS BASCAN,5 avenue DU GAL LECLERC,RAMBOUILLET CEDEX,078,78513,LYCEE POLYVALENT LOUIS BASCAN
0780249X,LYCEE PROFESSIONNEL PRIVE,STE THERESE,23 RUE GEORGES HERREWYN,BONNIERES SUR SEINE,078,78270,LYCEE PROFESSIONNEL PRIVE STE THERESE
0772290W,LYCEE GENERAL PRIVE,SAINTE CROIX,1 RUE DES JACOBINS,PROVINS,077,77160,LYCEE GENERAL PRIVE SAINTE CROIX
0770937A,SECTION ENSEIGNT PROFESSIONNEL,LYCEE SIMONE SIGNORET,Place DU 14 JUILLET,VAUX LE PENIL,077,77000,SECTION ENSEIGNT PROFESSIONNEL LYCEE SIMONE SIGNORET
0770938B,LPO LYCEE DES METIERS,ANDRE MALRAUX,AVENUE DU LYCEE,MONTEREAU FAULT YONNE,077,77130,LPO LYCEE DES METIERS ANDRE MALRAUX
0782553B,LYCEE GENERAL ET TECHNOLOGIQUE,MARCEL ROBY,6 RUE GIRAUD TEULON,ST GERMAIN EN LAYE CEDEX,078,78101,LYCEE GENERAL ET TECHNOLOGIQUE MARCEL ROBY
0782554C,LYCEE GENERAL,INTERNATIONAL,RUE DU FER A CHEVAL,ST GERMAIN EN LAYE CEDEX,078,78104,LYCEE GENERAL INTERNATIONAL
0782555D,LYCEE GENERAL,CLAUDE DEBUSSY,30 RUE ALEXANDRE DUMAS,ST GERMAIN EN LAYE CEDEX,078,78101,LYCEE GENERAL CLAUDE DEBUSSY
0782557F,LPO LYCEE DES METIERS,JEAN-BAPTISTE POQUELIN,72  RUE LEON DESOYER,ST GERMAIN EN LAYE CEDEX,078,78101,LPO LYCEE DES METIERS JEAN-BAPTISTE POQUELIN
0761322Z,LYCEE PROFESSIONNEL,CLAUDE MONET,267 rue FELIX FAURE,LE HAVRE CEDEX,076,76085,LYCEE PROFESSIONNEL CLAUDE MONET
0772326K,SECTION ENSEIGNT PROFESSIONNEL,LYCEE PANNEVELLES,ROUTE DE CHALAUTRE,PROVINS CEDEX,077,77487,SECTION ENSEIGNT PROFESSIONNEL LYCEE PANNEVELLES
0772327L,SECTION ENSEIGNT PROFESSIONNEL,LYCEE DESCARTES,4  BOULEVARD COPERNIC,CHAMPS SUR MARNE,077,77420,SECTION ENSEIGNT PROFESSIONNEL LYCEE DESCARTES
0771512A,LYCEE GENERAL ET TECHNOLOGIQUE,VAN DONGEN,45 RUE JEAN MERMOZ,LAGNY SUR MARNE,077,77400,LYCEE GENERAL ET TECHNOLOGIQUE VAN DONGEN
0770963D,LYCEE MILITAIRE NATIONAL,,,ECHOUBOULAINS,077,77830,LYCEE MILITAIRE NATIONAL 
0772329N,SECTION ENSEIGNT PROFESSIONNEL,LYCEE BLAISE PASCAL,15 ALLÉE DU CDT GUESNET,BRIE COMTE ROBERT CEDEX,077,77253,SECTION ENSEIGNT PROFESSIONNEL LYCEE BLAISE PASCAL
0772332S,LYCEE POLYVALENT,SONIA DELAUNAY,1  RUE DU LYCEE,CESSON,077,77240,LYCEE POLYVALENT SONIA DELAUNAY
0772334U,SECTION ENSEIGNT PROFESSIONNEL,LYCEE LAFAYETTE,PLACE DES CELESTINS,CHAMPAGNE SUR SEINE,077,77430,SECTION ENSEIGNT PROFESSIONNEL LYCEE LAFAYETTE
0772336W,SECTION ENSEIGNT PROFESSIONNEL,LYCEE LA TOUR DES DAMES,RUE DE VILPRE,ROZAY EN BRIE,077,77540,SECTION ENSEIGNT PROFESSIONNEL LYCEE LA TOUR DES DAMES
0772337X,SECTION ENSEIGNT PROFESSIONNEL,LYCEE LA MARE CARREE,RUE DU LYCEE,MOISSY CRAMAYEL CEDEX,077,77552,SECTION ENSEIGNT PROFESSIONNEL LYCEE LA MARE CARREE
0772340A,LYCEE POLYVALENT,L'ARCHE GUEDON,2 passage DE L'ARCHE GUEDON,TORCY,077,77200,LYCEE POLYVALENT L'ARCHE GUEDON
0770940D,LPO LYCEE DES METIERS,ETIENNE BEZOUT,31 AVENUE ETIENNE DAILLY,NEMOURS CEDEX,077,77796,LPO LYCEE DES METIERS ETIENNE BEZOUT
0770942F,LYCEE POLYVALENT,THIBAUT DE CHAMPAGNE,3  RUE DU COLLEGE,PROVINS,077,77160,LYCEE POLYVALENT THIBAUT DE CHAMPAGNE
0770943G,LP LYCEE DES METIERS,BENJAMIN FRANKLIN,RUE DE LA FORET - LA ROCHETTE,LA ROCHETTE,077,77000,LP LYCEE DES METIERS BENJAMIN FRANKLIN
0770944H,LYCEE PROFESSIONNEL,AUGUSTE PERDONNET,1  ALLÉE DU CHATEAU,THORIGNY SUR MARNE,077,77400,LYCEE PROFESSIONNEL AUGUSTE PERDONNET
0761860J,COURS DE PROMOTION SOCIALE,LYCEE D ENS.PROF.,,OFFRANVILLE,076,76550,COURS DE PROMOTION SOCIALE LYCEE D ENS.PROF.
0772230F,LYCEE POLYVALENT,BLAISE PASCAL,15  ALLÉE DU COMMANDANT GUESNET,BRIE COMTE ROBERT CEDEX,077,77253,LYCEE POLYVALENT BLAISE PASCAL
0753598D,LYCEE GENERAL PRIVE,SEVIGNE,28  RUE PIERRE NICOLE,PARIS,075,75005,LYCEE GENERAL PRIVE SEVIGNE
0772602K,LYCEE GENERAL PRIVE,SAINTE CELINE,29 RUE PIERRE MARX,LA FERTE SOUS JOUARRE,077,77260,LYCEE GENERAL PRIVE SAINTE CELINE
0763002A,LYCEE POLYVALENT,DU GOLF,43  CHEMIN DU GOLF,DIEPPE,076,76200,LYCEE POLYVALENT DU GOLF
0761713Z,LYCEE GEN.ET TECHNOL.PRIVE,LA PROVIDENCE,6 RUE DE NEUVILLETTE,LE MESNIL ESNARD,076,76240,LYCEE GEN.ET TECHNOL.PRIVE LA PROVIDENCE
0761715B,LYCEE GENERAL PRIVE,JEAN-BAPTISTE DE LA SALLE,84 rue Saint Gervais,ROUEN,076,76000,LYCEE GENERAL PRIVE JEAN-BAPTISTE DE LA SALLE
0761716C,LYCEE GEN.ET TECHNOL.PRIVE,JOIN-LAMBERT,39 RUE DE L'AVALASSE,ROUEN CEDEX,076,76044,LYCEE GEN.ET TECHNOL.PRIVE JOIN-LAMBERT
0761719F,LYCEE GEN.ET TECHNOL.PRIVE,SACRE-COEUR,31  RUE BLAISE PASCAL,ROUEN CEDEX,076,76176,LYCEE GEN.ET TECHNOL.PRIVE SACRE-COEUR
0761721H,LYCEE GEN.ET TECHNOL.PRIVE,JEAN XXIII,16 rue DE LA GARE,YVETOT CEDEX,076,76191,LYCEE GEN.ET TECHNOL.PRIVE JEAN XXIII
0760006U,LYCEE PROFESSIONNEL,JACQUARD,2 RUE ANTOINE BOURDELLE,BARENTIN,076,76360,LYCEE PROFESSIONNEL JACQUARD
0771763Y,LYCEE GENERAL ET TECHNOLOGIQUE,CHARLES LE CHAUVE,4  RUE J. BODIN DE BOISMORTIER,ROISSY EN BRIE,077,77680,LYCEE GENERAL ET TECHNOLOGIQUE CHARLES LE CHAUVE
0772685A,LYCEE GENERAL ET TECHNOLOGIQUE,SAMUEL BECKETT,19 RUE DU LION,LA FERTE SOUS JOUARRE,077,77260,LYCEE GENERAL ET TECHNOLOGIQUE SAMUEL BECKETT
0772688D,LYCEE POLYVALENT,EMILIE DU CHATELET,35  COURS DU DANUBE,SERRIS,077,77700,LYCEE POLYVALENT EMILIE DU CHATELET
0772648K,LYCEE GENERAL PRIVE,ASSOMPTION,2 RUE DE SALINS,FORGES,077,77130,LYCEE GENERAL PRIVE ASSOMPTION
0762964J,LPO LYCEE DES METIERS,LE CORBUSIER,Avenue DE L'UNIVERSITE,ST ETIENNE DU ROUVRAY,076,76800,LPO LYCEE DES METIERS LE CORBUSIER
0790057H,LYCEE GENERAL PRIVE,NOTRE DAME ST ANDRE,35 RUE DE BESSAC,NIORT CEDEX,079,79007,LYCEE GENERAL PRIVE NOTRE DAME ST ANDRE
0790078F,LYCEE POLYVALENT PRIVE,SAINT ANDRE,14  RUE DE SOUCHE,NIORT CEDEX,079,79007,LYCEE POLYVALENT PRIVE SAINT ANDRE
0790080H,LYCEE POLYVALENT PRIVE,SAINT JOSEPH,4 rue DU DOCTEUR BRILLAUD,BRESSUIRE CEDEX,079,79301,LYCEE POLYVALENT PRIVE SAINT JOSEPH
0762975W,LPO LYCEE DES METIERS,AUGUSTE PERRET,PLACE ROBERT SCHUMAN,LE HAVRE,076,76600,LPO LYCEE DES METIERS AUGUSTE PERRET
0761343X,LYCEE POLYVALENT PRIVE,LA CHATAIGNERAIE,2  RUE CHARLES SCHERER,LE MESNIL ESNARD,076,76240,LYCEE POLYVALENT PRIVE LA CHATAIGNERAIE
0771190A,LYCEE PROFESSIONNEL PRIVE,LINEANE COIFFURE  ESTHETIQUE,6 rue JEAN JAURES,ST MAMMES,077,77670,LYCEE PROFESSIONNEL PRIVE LINEANE COIFFURE  ESTHETIQUE
0771200L,LYCEE POLYVALENT PRIVE,BLANCHE DE CASTILLE,42 BIS RUE DU CHATEAU,FONTAINEBLEAU,077,77300,LYCEE POLYVALENT PRIVE BLANCHE DE CASTILLE
0754472D,LYCEE TECHNOLOGIQUE PRIVE,NOTRE-DAME DE SION,61 RUE NOTRE DAME DES CHAMPS,PARIS,075,75006,LYCEE TECHNOLOGIQUE PRIVE NOTRE-DAME DE SION
0762836V,LYCEE PROFESSIONNEL,FERNAND LEGER,CHEMIN DES COQUEREAUX,GRAND COURONNE,076,76530,LYCEE PROFESSIONNEL FERNAND LEGER
0771651B,LYCEE PROFESSIONNEL PRIVE,LES VIOLETTES,31 RUE DE ROME,ROZAY EN BRIE,077,77540,LYCEE PROFESSIONNEL PRIVE LES VIOLETTES
0771655F,SECTION ENSEIGNT PROFESSIONNEL,LYCEE ARCHE GUEDON,2  PASSAGE DE L'ARCHE GUEDON,TORCY,077,77200,SECTION ENSEIGNT PROFESSIONNEL LYCEE ARCHE GUEDON
0772276F,LPO LYCEE DES METIERS,JEHAN DE CHELLES,47 RUE DES CITES,CHELLES,077,77500,LPO LYCEE DES METIERS JEHAN DE CHELLES
